Region,Date(NZST),Time(NZST),Tair(C),Twet(C),RH(%),Tdew(C),
Canterbury,"2020,Nov,19","08,00",0.0,-0.1,99.0,-0.1,
Canterbury,"2020,Nov,19","08,00",13.3,8.9,52.0,3.7,
Canterbury,"2020,Nov,19","08,00",11.8,9.6,73.7,7.3,
Canterbury,"2020,Nov,19","08,00",10.1,8.7,82.0,7.2,
Canterbury,"2020,Nov,19","08,00",9.1,6.3,63.0,2.5,
Canterbury,"2020,Nov,19","08,00",12.2,9.8,72.0,7.3,
Canterbury,"2020,Nov,19","08,00",-0.2,-,-,-,
Canterbury,"2020,Nov,19","08,00",12.6,8.7,56.0,4.1,
Canterbury,"2020,Nov,20","08,00",14.3,12.7,82.0,11.3,
Canterbury,"2020,Nov,20","08,00",13.0,9.1,56.0,4.5,
Canterbury,"2020,Nov,20","08,00",12.0,8.3,57.0,3.8,
Canterbury,"2020,Nov,20","08,00",12.0,9.3,68.0,6.3,
Canterbury,"2020,Nov,20","08,00",4.5,1.9,61.0,-2.9,
Canterbury,"2020,Nov,20","08,00",14.5,11.5,67.7,8.6,
Canterbury,"2020,Nov,20","08,00",6.8,3.7,58.0,-1.5,
Canterbury,"2020,Nov,20","08,00",13.5,11.5,77.0,9.6,
Canterbury,"2020,Nov,20","08,00",16.8,13.9,70.9,11.5,
Canterbury,"2020,Nov,20","08,00",16.1,14.1,79.2,12.5,
Canterbury,"2020,Nov,20","08,00",9.8,8.5,83.0,7.1,
Canterbury,"2020,Nov,20","08,00",14.4,12.1,75.0,10.0,
Canterbury,"2020,Nov,20","08,00",8.4,-,-,-,
Canterbury,"2020,Nov,20","08,00",15.8,12.4,65.0,9.3,
Canterbury,"2020,Nov,21","08,00",10.2,9.0,85.0,7.8,
Canterbury,"2020,Nov,21","08,00",12.8,9.0,57.0,4.5,
Canterbury,"2020,Nov,21","08,00",13.6,9.1,51.1,3.7,
Canterbury,"2020,Nov,21","08,00",6.7,5.6,83.0,4.0,
Canterbury,"2020,Nov,21","08,00",-0.8,-0.8,100.0,-0.9,
Canterbury,"2020,Nov,21","08,00",17.5,10.0,31.4,0.4,
Canterbury,"2020,Nov,21","08,00",-0.6,-0.8,96.0,-1.2,
Canterbury,"2020,Nov,21","08,00",16.8,14.0,72.0,11.7,
Canterbury,"2020,Nov,21","08,00",18.4,12.7,47.9,7.2,
Canterbury,"2020,Nov,21","08,00",19.3,11.4,32.0,2.2,
Canterbury,"2020,Nov,21","08,00",16.3,10.2,41.0,3.0,
Canterbury,"2020,Nov,21","08,00",16.6,13.4,68.0,10.7,
Canterbury,"2020,Nov,21","08,00",0.7,-,-,-,
Canterbury,"2020,Nov,21","08,00",18.2,11.7,41.0,4.8,
Canterbury,"2020,Nov,22","08,00",11.9,9.1,67.0,6.0,
Canterbury,"2020,Nov,22","08,00",5.8,3.4,64.0,-0.5,
Canterbury,"2020,Nov,22","08,00",5.0,3.3,73.2,0.6,
Canterbury,"2020,Nov,22","08,00",9.0,5.5,54.0,0.2,
Canterbury,"2020,Nov,22","08,00",-4.1,-5.0,75.0,-8.0,
Canterbury,"2020,Nov,22","08,00",11.5,7.9,57.3,3.4,
Canterbury,"2020,Nov,22","08,00",-3.3,-3.3,96.0,-3.8,
Canterbury,"2020,Nov,22","08,00",10.8,8.0,65.0,4.5,
Canterbury,"2020,Nov,22","08,00",12.0,7.9,52.6,2.6,
Canterbury,"2020,Nov,22","08,00",10.7,6.2,45.7,-0.5,
Canterbury,"2020,Nov,22","08,00",8.1,5.9,69.0,2.8,
Canterbury,"2020,Nov,22","08,00",11.8,7.8,53.0,2.6,
Canterbury,"2020,Nov,22","08,00",-0.6,-,-,-,
Canterbury,"2020,Nov,22","08,00",11.1,7.4,56.0,2.7,
Canterbury,"2020,Nov,23","08,00",11.5,10.3,85.0,9.1,
Canterbury,"2020,Nov,23","08,00",7.2,5.0,69.0,1.9,
Canterbury,"2020,Nov,23","08,00",6.6,4.9,74.9,2.5,
Canterbury,"2020,Nov,23","08,00",7.5,5.7,75.0,3.4,
Canterbury,"2020,Nov,23","08,00",-1.5,-2.8,73.0,-6.0,
Canterbury,"2020,Nov,23","08,00",7.0,6.3,89.7,5.4,
Canterbury,"2020,Nov,23","08,00",0.5,-1.4,66.0,-5.5,
Canterbury,"2020,Nov,23","08,00",11.5,8.2,61.0,4.3,
Canterbury,"2020,Nov,23","08,00",10.6,8.8,77.4,6.8,
Canterbury,"2020,Nov,23","08,00",9.6,8.0,79.0,6.2,
Canterbury,"2020,Nov,23","08,00",6.2,4.7,78.0,2.7,
Canterbury,"2020,Nov,23","08,00",11.8,8.6,62.0,4.8,
Canterbury,"2020,Nov,23","08,00",0.1,-,-,-,
Canterbury,"2020,Nov,23","08,00",10.1,8.2,76.0,6.1,
Canterbury,"2020,Nov,24","08,00",13.5,10.5,66.0,7.3,
Canterbury,"2020,Nov,24","08,00",8.4,6.9,79.0,5.0,
Canterbury,"2020,Nov,24","08,00",8.1,6.7,80.5,5.0,
Canterbury,"2020,Nov,24","08,00",8.1,6.5,78.0,4.5,
Canterbury,"2020,Nov,24","08,00",0.1,-2.2,59.0,-7.5,
Canterbury,"2020,Nov,24","08,00",10.0,9.0,87.0,7.9,
Canterbury,"2020,Nov,24","08,00",-0.2,-0.4,96.0,-0.8,
Canterbury,"2020,Nov,24","08,00",12.6,10.0,70.0,7.3,
Canterbury,"2020,Nov,24","08,00",12.2,9.7,70.6,7.0,
Canterbury,"2020,Nov,24","08,00",11.6,10.2,82.9,8.8,
Canterbury,"2020,Nov,24","08,00",10.1,7.6,68.0,4.5,
Canterbury,"2020,Nov,24","08,00",12.3,9.7,70.0,7.0,
Canterbury,"2020,Nov,24","08,00",0.6,-,-,-,
Canterbury,"2020,Nov,24","08,00",12.6,9.8,68.0,6.9,
Canterbury,"2020,Nov,25","08,00",15.4,12.5,69.0,9.8,
Canterbury,"2020,Nov,25","08,00",10.9,8.0,64.0,4.4,
Canterbury,"2020,Nov,25","08,00",10.1,7.7,69.5,4.8,
Canterbury,"2020,Nov,25","08,00",9.1,7.5,79.0,5.7,
Canterbury,"2020,Nov,25","08,00",-2.2,-2.2,100.0,-2.5,
Canterbury,"2020,Nov,25","08,00",10.9,10.0,88.7,9.1,
Canterbury,"2020,Nov,25","08,00",0.9,0.9,100.0,0.9,
Canterbury,"2020,Nov,25","08,00",14.3,12.4,79.0,10.7,
Canterbury,"2020,Nov,25","08,00",13.5,12.0,82.9,10.7,
Canterbury,"2020,Nov,25","08,00",11.6,10.6,87.7,9.6,
Canterbury,"2020,Nov,25","08,00",7.1,7.0,99.0,7.0,
Canterbury,"2020,Nov,25","08,00",13.5,12.2,85.0,11.0,
Canterbury,"2020,Nov,25","08,00",1.2,-,-,-,
Canterbury,"2020,Nov,25","08,00",12.4,11.1,84.0,9.8,
Canterbury,"2020,Nov,26","08,00",16.9,12.8,60.0,9.1,
Canterbury,"2020,Nov,26","08,00",11.1,9.0,74.0,6.7,
Canterbury,"2020,Nov,26","08,00",9.4,8.1,82.8,6.6,
Canterbury,"2020,Nov,26","08,00",11.2,9.3,77.0,7.3,
Canterbury,"2020,Nov,26","08,00",6.2,3.3,59.0,-1.8,
Canterbury,"2020,Nov,26","08,00",8.0,7.5,92.9,6.9,
Canterbury,"2020,Nov,26","08,00",8.0,2.5,31.0,-9.8,
Canterbury,"2020,Nov,26","08,00",14.5,12.5,78.0,10.7,
Canterbury,"2020,Nov,26","08,00",13.8,12.2,82.0,10.8,
Canterbury,"2020,Nov,26","08,00",14.3,12.2,76.9,10.3,
Canterbury,"2020,Nov,26","08,00",12.7,9.7,66.0,6.5,
Canterbury,"2020,Nov,26","08,00",13.5,11.8,81.0,10.3,
Canterbury,"2020,Nov,26","08,00",7.3,-,-,-,
Canterbury,"2020,Nov,26","08,00",14.4,11.7,71.0,9.2,
Canterbury,"2020,Nov,27","08,00",12.6,12.0,93.0,11.5,
Canterbury,"2020,Nov,27","08,00",16.8,11.2,46.0,5.1,
Canterbury,"2020,Nov,27","08,00",17.2,12.5,54.7,8.0,
Canterbury,"2020,Nov,27","08,00",16.3,11.7,54.0,7.0,
Canterbury,"2020,Nov,27","08,00",3.0,3.0,100.0,3.0,
Canterbury,"2020,Nov,27","08,00",21.0,15.0,49.3,10.0,
Canterbury,"2020,Nov,27","08,00",5.3,3.5,74.0,0.8,
Canterbury,"2020,Nov,27","08,00",12.8,11.3,82.0,9.8,
Canterbury,"2020,Nov,27","08,00",14.1,13.6,94.3,13.2,
Canterbury,"2020,Nov,27","08,00",14.7,13.7,88.9,12.9,
Canterbury,"2020,Nov,27","08,00",8.6,8.0,92.0,7.4,
Canterbury,"2020,Nov,27","08,00",14.5,12.8,81.0,11.3,
Canterbury,"2020,Nov,27","08,00",4.8,-,-,-,
Canterbury,"2020,Nov,27","08,00",12.5,10.5,76.0,8.4,
Canterbury,"2020,Nov,28","08,00",13.8,10.0,58.0,5.7,
Canterbury,"2020,Nov,28","08,00",7.5,5.0,65.0,1.4,
Canterbury,"2020,Nov,28","08,00",5.8,4.2,75.6,1.8,
Canterbury,"2020,Nov,28","08,00",7.2,5.4,74.0,2.9,
Canterbury,"2020,Nov,28","08,00",0.8,-4.1,18.0,-24.6,
Canterbury,"2020,Nov,28","08,00",10.5,8.0,68.8,5.0,
Canterbury,"2020,Nov,28","08,00",3.3,-2.2,20.0,-20.8,
Canterbury,"2020,Nov,28","08,00",11.2,7.0,50.0,1.2,
Canterbury,"2020,Nov,28","08,00",11.6,8.1,58.6,3.8,
Canterbury,"2020,Nov,28","08,00",9.2,5.7,54.7,0.6,
Canterbury,"2020,Nov,28","08,00",7.4,4.6,60.0,0.2,
Canterbury,"2020,Nov,28","08,00",11.0,7.3,55.0,2.3,
Canterbury,"2020,Nov,28","08,00",0.8,-,-,-,
Canterbury,"2020,Nov,28","08,00",10.6,6.5,50.0,0.7,
Canterbury,"2020,Nov,29","08,00",13.6,11.8,80.0,10.2,
Canterbury,"2020,Nov,29","08,00",12.8,8.7,54.0,3.7,
Canterbury,"2020,Nov,29","08,00",11.5,7.8,56.2,3.1,
Canterbury,"2020,Nov,29","08,00",11.9,8.9,65.0,5.6,
Canterbury,"2020,Nov,29","08,00",1.7,0.1,72.0,-3.1,
Canterbury,"2020,Nov,29","08,00",15.5,12.0,63.8,8.7,
Canterbury,"2020,Nov,29","08,00",5.2,2.8,65.0,-1.3,
Canterbury,"2020,Nov,29","08,00",13.9,12.1,80.0,10.5,
Canterbury,"2020,Nov,29","08,00",14.4,11.8,71.7,9.4,
Canterbury,"2020,Nov,29","08,00",14.2,10.8,63.2,7.3,
Canterbury,"2020,Nov,29","08,00",11.5,9.1,71.0,6.4,
Canterbury,"2020,Nov,29","08,00",15.0,12.5,73.0,10.2,
Canterbury,"2020,Nov,29","08,00",5.2,-,-,-,
Canterbury,"2020,Nov,29","08,00",14.3,12.0,75.0,10.0,
Canterbury,"2020,Nov,30","08,00",11.2,9.9,84.0,8.6,
Canterbury,"2020,Nov,30","08,00",7.2,7.1,98.0,6.9,
Canterbury,"2020,Nov,30","08,00",7.5,7.2,95.7,6.9,
Canterbury,"2020,Nov,30","08,00",6.8,6.6,97.0,6.4,
Canterbury,"2020,Nov,30","08,00",5.4,5.4,100.0,5.4,
Canterbury,"2020,Nov,30","08,00",9.5,9.0,93.3,8.5,
Canterbury,"2020,Nov,30","08,00",1.6,1.5,98.0,1.3,
Canterbury,"2020,Nov,30","08,00",10.2,9.3,88.0,8.3,
Canterbury,"2020,Nov,30","08,00",11.5,10.7,90.1,9.9,
Canterbury,"2020,Nov,30","08,00",10.0,10.0,100.0,10.0,
Canterbury,"2020,Nov,30","08,00",8.2,8.0,97.0,7.8,
Canterbury,"2020,Nov,30","08,00",12.0,10.9,87.0,9.9,
Canterbury,"2020,Nov,30","08,00",6.2,-,-,-,
Canterbury,"2020,Nov,30","08,00",9.8,9.0,90.0,8.2,
Canterbury,"2020,Dec,01","08,00",15.0,12.2,70.0,9.6,
Canterbury,"2020,Dec,01","08,00",7.5,5.2,67.0,1.8,
Canterbury,"2020,Dec,01","08,00",6.7,4.8,72.2,2.1,
Canterbury,"2020,Dec,01","08,00",6.3,5.0,80.0,3.1,
Canterbury,"2020,Dec,01","08,00",-2.4,-2.7,91.0,-3.7,
Canterbury,"2020,Dec,01","08,00",8.5,6.5,72.8,3.9,
Canterbury,"2020,Dec,01","08,00",-1.9,-2.4,88.0,-3.7,
Canterbury,"2020,Dec,01","08,00",12.8,8.9,56.0,4.3,
Canterbury,"2020,Dec,01","08,00",12.8,9.6,63.6,6.1,
Canterbury,"2020,Dec,01","08,00",10.3,7.2,61.3,3.2,
Canterbury,"2020,Dec,01","08,00",8.9,5.4,54.0,0.1,
Canterbury,"2020,Dec,01","08,00",12.8,8.5,52.0,3.2,
Canterbury,"2020,Dec,01","08,00",-1.8,-,-,-,
Canterbury,"2020,Dec,01","08,00",12.6,8.5,54.0,3.6,
Canterbury,"2020,Dec,02","08,00",14.4,12.3,77.0,10.4,
Canterbury,"2020,Dec,02","08,00",12.5,8.1,50.0,2.4,
Canterbury,"2020,Dec,02","08,00",12.4,7.2,41.7,-0.2,
Canterbury,"2020,Dec,02","08,00",13.5,6.3,24.0,-6.6,
Canterbury,"2020,Dec,02","08,00",2.0,-1.6,43.0,-10.3,
Canterbury,"2020,Dec,02","08,00",12.0,9.8,73.9,7.5,
Canterbury,"2020,Dec,02","08,00",4.4,-1.0,25.0,-16.3,
Canterbury,"2020,Dec,02","08,00",12.2,10.5,80.0,8.9,
Canterbury,"2020,Dec,02","08,00",11.8,10.9,89.0,10.1,
Canterbury,"2020,Dec,02","08,00",11.4,10.4,87.6,9.4,
Canterbury,"2020,Dec,02","08,00",16.0,8.3,26.0,-3.4,
Canterbury,"2020,Dec,02","08,00",11.6,10.2,83.0,8.8,
Canterbury,"2020,Dec,02","08,00",3.3,-,-,-,
Canterbury,"2020,Dec,02","08,00",13.2,10.6,70.0,7.9,
Canterbury,"2020,Dec,03","08,00",12.2,8.8,61.0,4.9,
Canterbury,"2020,Dec,03","08,00",11.9,6.0,33.0,-3.8,
Canterbury,"2020,Dec,03","08,00",10.6,5.2,35.5,-4.0,
Canterbury,"2020,Dec,03","08,00",9.3,4.7,42.0,-2.9,
Canterbury,"2020,Dec,03","08,00",-2.2,-4.1,59.0,-9.6,
Canterbury,"2020,Dec,03","08,00",16.0,8.8,30.7,-1.3,
Canterbury,"2020,Dec,03","08,00",-2.4,-3.3,80.0,-5.5,
Canterbury,"2020,Dec,03","08,00",17.0,9.3,29.0,-1.1,
Canterbury,"2020,Dec,03","08,00",18.6,9.7,23.0,-2.9,
Canterbury,"2020,Dec,03","08,00",16.9,11.2,45.4,5.0,
Canterbury,"2020,Dec,03","08,00",13.0,7.0,35.0,-2.1,
Canterbury,"2020,Dec,03","08,00",18.6,9.6,22.0,-3.5,
Canterbury,"2020,Dec,03","08,00",-0.4,-,-,-,
Canterbury,"2020,Dec,03","08,00",16.3,8.8,29.0,-1.7,
Canterbury,"2020,Dec,04","08,00",10.3,9.9,95.0,9.5,
Canterbury,"2020,Dec,04","08,00",14.8,8.1,32.0,-1.7,
Canterbury,"2020,Dec,04","08,00",13.9,7.8,35.9,-0.9,
Canterbury,"2020,Dec,04","08,00",10.3,7.8,68.0,4.7,
Canterbury,"2020,Dec,04","08,00",-1.4,-2.2,83.0,-4.0,
Canterbury,"2020,Dec,04","08,00",14.3,8.5,39.7,0.8,
Canterbury,"2020,Dec,04","08,00",0.4,-0.6,82.0,-2.5,
Canterbury,"2020,Dec,04","08,00",16.4,11.3,50.0,6.0,
Canterbury,"2020,Dec,04","08,00",12.2,10.0,74.0,7.7,
Canterbury,"2020,Dec,04","08,00",16.3,10.7,45.3,4.4,
Canterbury,"2020,Dec,04","08,00",15.9,9.7,39.0,2.0,
Canterbury,"2020,Dec,04","08,00",14.6,9.4,46.0,3.1,
Canterbury,"2020,Dec,04","08,00",0.8,-,-,-,
Canterbury,"2020,Dec,04","08,00",17.5,11.3,42.0,4.5,
Canterbury,"2020,Dec,05","08,00",12.4,11.1,84.0,9.8,
Canterbury,"2020,Dec,05","08,00",12.6,7.0,38.0,-1.3,
Canterbury,"2020,Dec,05","08,00",12.4,7.0,39.6,-0.9,
Canterbury,"2020,Dec,05","08,00",11.0,6.4,45.0,-0.5,
Canterbury,"2020,Dec,05","08,00",-0.7,-2.6,64.0,-7.1,
Canterbury,"2020,Dec,05","08,00",15.0,10.0,48.6,4.3,
Canterbury,"2020,Dec,05","08,00",0.0,-1.4,75.0,-4.1,
Canterbury,"2020,Dec,05","08,00",15.0,12.8,76.0,10.8,
Canterbury,"2020,Dec,05","08,00",14.4,12.2,75.9,10.2,
Canterbury,"2020,Dec,05","08,00",14.9,10.0,49.4,4.4,
Canterbury,"2020,Dec,05","08,00",13.0,8.2,47.0,2.0,
Canterbury,"2020,Dec,05","08,00",15.5,12.4,68.0,9.6,
Canterbury,"2020,Dec,05","08,00",1.1,-,-,-,
Canterbury,"2020,Dec,05","08,00",13.9,11.2,70.0,8.5,
Canterbury,"2020,Dec,06","08,00",13.8,11.1,70.0,8.4,
Canterbury,"2020,Dec,06","08,00",10.9,6.5,47.0,0.1,
Canterbury,"2020,Dec,06","08,00",10.8,7.0,53.9,1.9,
Canterbury,"2020,Dec,06","08,00",10.2,7.3,64.0,3.7,
Canterbury,"2020,Dec,06","08,00",4.8,-1.5,15.0,-24.4,
Canterbury,"2020,Dec,06","08,00",9.0,8.1,87.8,7.1,
Canterbury,"2020,Dec,06","08,00",5.8,-1.0,13.0,-26.1,
Canterbury,"2020,Dec,06","08,00",12.2,10.2,76.0,8.1,
Canterbury,"2020,Dec,06","08,00",12.2,10.9,84.4,9.7,
Canterbury,"2020,Dec,06","08,00",10.3,9.3,87.1,8.3,
Canterbury,"2020,Dec,06","08,00",10.4,8.4,75.0,6.2,
Canterbury,"2020,Dec,06","08,00",11.9,10.3,81.0,8.8,
Canterbury,"2020,Dec,06","08,00",5.3,-,-,-,
Canterbury,"2020,Dec,06","08,00",10.9,9.7,85.0,8.5,
Canterbury,"2020,Dec,07","08,00",15.3,14.7,93.0,14.2,
Canterbury,"2020,Dec,07","08,00",18.6,11.1,34.0,2.5,
Canterbury,"2020,Dec,07","08,00",18.5,10.4,28.8,0.1,
Canterbury,"2020,Dec,07","08,00",16.5,10.8,45.0,4.5,
Canterbury,"2020,Dec,07","08,00",4.2,2.9,80.0,0.9,
Canterbury,"2020,Dec,07","08,00",23.0,14.3,33.3,6.0,
Canterbury,"2020,Dec,07","08,00",4.6,3.0,76.0,0.5,
Canterbury,"2020,Dec,07","08,00",14.9,13.1,80.0,11.5,
Canterbury,"2020,Dec,07","08,00",17.7,14.2,66.1,11.3,
Canterbury,"2020,Dec,07","08,00",18.7,14.5,61.0,11.0,
Canterbury,"2020,Dec,07","08,00",19.6,12.0,35.0,3.7,
Canterbury,"2020,Dec,07","08,00",16.4,13.2,68.0,10.5,
Canterbury,"2020,Dec,07","08,00",6.6,-,-,-,
Canterbury,"2020,Dec,07","08,00",17.8,15.2,74.0,13.1,
Canterbury,"2020,Dec,08","08,00",14.5,14.1,95.0,13.7,
Canterbury,"2020,Dec,08","08,00",18.3,12.0,43.0,5.5,
Canterbury,"2020,Dec,08","08,00",16.9,11.8,50.7,6.6,
Canterbury,"2020,Dec,08","08,00",14.0,12.2,80.0,10.6,
Canterbury,"2020,Dec,08","08,00",5.9,3.7,69.0,0.3,
Canterbury,"2020,Dec,08","08,00",19.5,15.1,60.2,11.6,
Canterbury,"2020,Dec,08","08,00",5.0,3.3,74.0,0.5,
Canterbury,"2020,Dec,08","08,00",13.9,12.9,89.0,12.1,
Canterbury,"2020,Dec,08","08,00",16.1,13.9,77.2,12.1,
Canterbury,"2020,Dec,08","08,00",15.7,12.4,65.9,9.4,
Canterbury,"2020,Dec,08","08,00",18.5,11.7,39.0,4.3,
Canterbury,"2020,Dec,08","08,00",15.6,12.6,69.0,10.0,
Canterbury,"2020,Dec,08","08,00",7.8,-,-,-,
Canterbury,"2020,Dec,08","08,00",12.4,10.9,82.0,9.4,
Canterbury,"2020,Dec,09","08,00",14.4,12.4,78.0,10.6,
Canterbury,"2020,Dec,09","08,00",14.6,7.6,29.0,-3.2,
Canterbury,"2020,Dec,09","08,00",13.3,7.2,34.6,-2.0,
Canterbury,"2020,Dec,09","08,00",14.2,7.0,26.0,-5.0,
Canterbury,"2020,Dec,09","08,00",3.5,-0.9,36.0,-11.6,
Canterbury,"2020,Dec,09","08,00",10.0,9.3,90.9,8.6,
Canterbury,"2020,Dec,09","08,00",4.4,0.6,43.0,-8.2,
Canterbury,"2020,Dec,09","08,00",15.7,12.7,69.0,10.1,
Canterbury,"2020,Dec,09","08,00",15.0,12.8,76.4,10.9,
Canterbury,"2020,Dec,09","08,00",13.6,11.5,76.3,9.5,
Canterbury,"2020,Dec,09","08,00",16.8,10.0,36.0,1.7,
Canterbury,"2020,Dec,09","08,00",15.0,11.9,67.0,8.9,
Canterbury,"2020,Dec,09","08,00",5.3,-,-,-,
Canterbury,"2020,Dec,09","08,00",14.8,11.6,66.0,8.5,
Canterbury,"2020,Dec,10","08,00",14.6,12.6,78.0,10.8,
Canterbury,"2020,Dec,10","08,00",13.2,8.5,48.0,2.5,
Canterbury,"2020,Dec,10","08,00",12.6,8.0,48.3,2.0,
Canterbury,"2020,Dec,10","08,00",14.8,8.9,40.0,1.4,
Canterbury,"2020,Dec,10","08,00",5.3,1.7,49.0,-5.4,
Canterbury,"2020,Dec,10","08,00",11.0,10.0,87.5,9.0,
Canterbury,"2020,Dec,10","08,00",8.1,3.7,44.0,-4.4,
Canterbury,"2020,Dec,10","08,00",15.3,12.3,68.0,9.5,
Canterbury,"2020,Dec,10","08,00",16.7,13.0,63.2,9.7,
Canterbury,"2020,Dec,10","08,00",16.9,12.3,55.2,7.9,
Canterbury,"2020,Dec,10","08,00",16.2,10.9,48.0,5.2,
Canterbury,"2020,Dec,10","08,00",17.5,13.4,60.0,9.7,
Canterbury,"2020,Dec,10","08,00",6.8,-,-,-,
Canterbury,"2020,Dec,10","08,00",15.0,12.6,74.0,10.4,
Canterbury,"2020,Dec,11","08,00",11.6,9.6,76.0,7.5,
Canterbury,"2020,Dec,11","08,00",9.3,6.2,60.0,2.0,
Canterbury,"2020,Dec,11","08,00",10.2,9.1,85.8,7.9,
Canterbury,"2020,Dec,11","08,00",7.1,5.4,76.0,3.2,
Canterbury,"2020,Dec,11","08,00",-2.1,-2.1,100.0,-2.3,
Canterbury,"2020,Dec,11","08,00",11.3,10.5,90.0,9.7,
Canterbury,"2020,Dec,11","08,00",-0.9,-2.3,73.0,-5.4,
Canterbury,"2020,Dec,11","08,00",9.4,8.7,91.0,8.0,
Canterbury,"2020,Dec,11","08,00",13.4,12.8,93.0,12.3,
Canterbury,"2020,Dec,11","08,00",13.7,11.4,74.3,9.2,
Canterbury,"2020,Dec,11","08,00",3.1,2.8,95.0,2.4,
Canterbury,"2020,Dec,11","08,00",12.4,11.4,88.0,10.5,
Canterbury,"2020,Dec,11","08,00",1.6,-,-,-,
Canterbury,"2020,Dec,11","08,00",8.5,7.6,87.0,6.5,
Canterbury,"2020,Dec,12","08,00",11.7,7.9,55.0,3.0,
Canterbury,"2020,Dec,12","08,00",9.8,5.3,44.0,-1.8,
Canterbury,"2020,Dec,12","08,00",8.9,4.2,39.4,-4.1,
Canterbury,"2020,Dec,12","08,00",10.6,5.6,40.0,-2.4,
Canterbury,"2020,Dec,12","08,00",-0.3,-3.9,34.0,-15.8,
Canterbury,"2020,Dec,12","08,00",12.7,9.6,64.5,6.2,
Canterbury,"2020,Dec,12","08,00",2.4,-2.1,31.0,-14.7,
Canterbury,"2020,Dec,12","08,00",14.1,8.3,39.0,0.4,
Canterbury,"2020,Dec,12","08,00",13.4,9.8,60.1,5.8,
Canterbury,"2020,Dec,12","08,00",12.6,9.5,64.0,6.0,
Canterbury,"2020,Dec,12","08,00",11.3,8.5,66.2,5.2,
Canterbury,"2020,Dec,12","08,00",9.8,5.2,42.0,-2.5,
Canterbury,"2020,Dec,12","08,00",14.5,9.3,46.0,3.1,
Canterbury,"2020,Dec,12","08,00",-2.1,-,-,-,
Canterbury,"2020,Dec,12","08,00",13.1,7.5,39.0,-0.5,
Canterbury,"2020,Dec,13","08,00",13.5,10.8,70.0,8.2,
Canterbury,"2020,Dec,13","08,00",13.1,7.7,41.0,0.2,
Canterbury,"2020,Dec,13","08,00",12.2,7.1,42.3,-0.2,
Canterbury,"2020,Dec,13","08,00",13.6,8.4,44.0,1.6,
Canterbury,"2020,Dec,13","08,00",3.8,0.5,49.0,-6.8,
Canterbury,"2020,Dec,13","08,00",12.1,10.0,75.1,7.8,
Canterbury,"2020,Dec,13","08,00",7.1,3.5,52.0,-2.8,
Canterbury,"2020,Dec,13","08,00",14.5,9.3,46.0,3.1,
Canterbury,"2020,Dec,13","08,00",14.4,10.4,57.4,6.1,
Canterbury,"2020,Dec,13","08,00",13.4,11.8,82.0,10.4,
Canterbury,"2020,Dec,13","08,00",13.0,10.3,69.2,7.5,
Canterbury,"2020,Dec,13","08,00",9.9,6.4,56.0,1.5,
Canterbury,"2020,Dec,13","08,00",14.1,10.7,63.0,7.2,
Canterbury,"2020,Dec,13","08,00",5.2,-,-,-,
Canterbury,"2020,Dec,13","08,00",13.6,8.9,49.0,3.1,
Canterbury,"2020,Dec,14","08,00",14.3,12.2,77.0,10.3,
Canterbury,"2020,Dec,14","08,00",14.7,9.1,42.0,2.0,
Canterbury,"2020,Dec,14","08,00",12.8,8.4,50.8,2.9,
Canterbury,"2020,Dec,14","08,00",15.0,9.5,44.0,2.9,
Canterbury,"2020,Dec,14","08,00",6.9,1.5,29.0,-11.9,
Canterbury,"2020,Dec,14","08,00",10.5,9.3,84.7,8.0,
Canterbury,"2020,Dec,14","08,00",9.7,4.1,34.0,-6.9,
Canterbury,"2020,Dec,14","08,00",14.0,10.4,61.0,6.6,
Canterbury,"2020,Dec,14","08,00",14.1,11.8,74.6,9.7,
Canterbury,"2020,Dec,14","08,00",15.5,12.9,73.0,10.7,
Canterbury,"2020,Dec,14","08,00",13.2,10.7,71.6,8.2,
Canterbury,"2020,Dec,14","08,00",10.1,7.7,70.0,4.9,
Canterbury,"2020,Dec,14","08,00",14.7,11.8,69.0,9.1,
Canterbury,"2020,Dec,14","08,00",9.6,-,-,-,
Canterbury,"2020,Dec,14","08,00",14.5,11.8,71.0,9.3,
Canterbury,"2020,Dec,15","08,00",13.8,12.5,85.0,11.3,
Canterbury,"2020,Dec,15","08,00",17.7,11.8,45.0,5.7,
Canterbury,"2020,Dec,15","08,00",16.1,10.8,47.6,5.0,
Canterbury,"2020,Dec,15","08,00",18.0,12.5,49.0,7.1,
Canterbury,"2020,Dec,15","08,00",12.4,4.6,20.0,-12.9,
Canterbury,"2020,Dec,15","08,00",15.0,12.8,76.4,10.9,
Canterbury,"2020,Dec,15","08,00",12.5,5.1,24.0,-9.8,
Canterbury,"2020,Dec,15","08,00",19.1,14.9,61.0,11.4,
Canterbury,"2020,Dec,15","08,00",18.4,14.6,64.2,11.5,
Canterbury,"2020,Dec,15","08,00",14.7,13.3,84.0,12.0,
Canterbury,"2020,Dec,15","08,00",20.3,15.7,59.4,12.1,
Canterbury,"2020,Dec,15","08,00",15.4,10.7,52.0,5.6,
Canterbury,"2020,Dec,15","08,00",16.3,13.8,74.0,11.7,
Canterbury,"2020,Dec,15","08,00",12.2,-,-,-,
Canterbury,"2020,Dec,15","08,00",20.4,14.2,47.0,8.7,
Canterbury,"2020,Dec,16","08,00",13.0,12.5,94.0,12.1,
Canterbury,"2020,Dec,16","08,00",23.0,10.4,9.0,-11.4,
