Region,Date(NZST),Time(NZST),Tair(C),Twet(C),RH(%),Tdew(C),
Canterbury,"2020,Oct,23","08,00",5.0,4.5,92.0,3.8,
Canterbury,"2020,Oct,23","08,00",5.1,-1.3,15.0,-24.2,
Canterbury,"2020,Oct,23","08,00",12.0,10.9,86.0,9.8,
Canterbury,"2020,Oct,23","08,00",9.5,9.3,97.3,9.1,
Canterbury,"2020,Oct,23","08,00",11.2,10.5,91.2,9.8,
Canterbury,"2020,Oct,23","08,00",8.1,7.4,90.0,6.6,
Canterbury,"2020,Oct,23","08,00",11.6,10.7,89.0,9.9,
Canterbury,"2020,Oct,23","08,00",7.2,-,-,-,
Canterbury,"2020,Oct,23","08,00",12.3,10.1,74.0,7.8,
Canterbury,"2020,Oct,24","08,00",12.2,9.7,71.0,7.1,
Canterbury,"2020,Oct,24","08,00",13.2,7.9,42.0,0.6,
Canterbury,"2020,Oct,24","08,00",10.3,7.0,58.9,2.6,
Canterbury,"2020,Oct,24","08,00",16.0,10.1,42.0,3.1,
Canterbury,"2020,Oct,24","08,00",4.8,0.8,42.0,-8.2,
Canterbury,"2020,Oct,24","08,00",11.0,9.0,75.3,6.8,
Canterbury,"2020,Oct,24","08,00",4.1,2.4,73.0,-0.6,
Canterbury,"2020,Oct,24","08,00",11.0,10.9,99.0,10.9,
Canterbury,"2020,Oct,24","08,00",12.2,12.1,98.8,12.0,
Canterbury,"2020,Oct,24","08,00",12.7,10.8,77.9,8.9,
Canterbury,"2020,Oct,24","08,00",13.1,9.4,59.0,5.3,
Canterbury,"2020,Oct,24","08,00",11.3,11.2,98.0,11.0,
Canterbury,"2020,Oct,24","08,00",6.6,-,-,-,
Canterbury,"2020,Oct,24","08,00",11.9,11.2,91.0,10.5,
Canterbury,"2020,Oct,25","08,00",13.9,13.0,90.0,12.3,
Canterbury,"2020,Oct,25","08,00",15.5,9.9,44.0,3.3,
Canterbury,"2020,Oct,25","08,00",15.3,9.6,42.6,2.7,
Canterbury,"2020,Oct,25","08,00",15.4,11.3,58.0,7.2,
Canterbury,"2020,Oct,25","08,00",5.4,3.3,69.0,-0.2,
Canterbury,"2020,Oct,25","08,00",15.5,12.0,63.8,8.7,
Canterbury,"2020,Oct,25","08,00",6.6,5.2,80.0,3.2,
Canterbury,"2020,Oct,25","08,00",15.3,11.3,59.0,7.4,
Canterbury,"2020,Oct,25","08,00",14.4,12.0,73.8,9.8,
Canterbury,"2020,Oct,25","08,00",18.8,12.0,39.6,4.8,
Canterbury,"2020,Oct,25","08,00",18.8,11.9,39.0,4.6,
Canterbury,"2020,Oct,25","08,00",16.5,11.4,50.0,6.1,
Canterbury,"2020,Oct,25","08,00",7.5,-,-,-,
Canterbury,"2020,Oct,25","08,00",18.5,12.3,44.0,6.1,
Canterbury,"2020,Oct,26","08,00",14.4,14.4,100.0,14.4,
Canterbury,"2020,Oct,26","08,00",8.6,8.2,95.0,7.8,
Canterbury,"2020,Oct,26","08,00",8.3,8.1,97.2,7.9,
Canterbury,"2020,Oct,26","08,00",7.0,6.7,96.0,6.4,
Canterbury,"2020,Oct,26","08,00",4.7,4.7,100.0,4.7,
Canterbury,"2020,Oct,26","08,00",8.5,8.0,93.1,7.4,
Canterbury,"2020,Oct,26","08,00",5.8,5.5,95.0,5.0,
Canterbury,"2020,Oct,26","08,00",9.1,8.4,91.0,7.7,
Canterbury,"2020,Oct,26","08,00",9.6,9.5,98.7,9.4,
Canterbury,"2020,Oct,26","08,00",8.5,8.4,98.6,8.3,
Canterbury,"2020,Oct,26","08,00",6.8,6.7,98.0,6.5,
Canterbury,"2020,Oct,26","08,00",9.6,9.3,96.0,9.0,
Canterbury,"2020,Oct,26","08,00",6.8,-,-,-,
Canterbury,"2020,Oct,26","08,00",8.6,8.2,95.0,7.8,
Canterbury,"2020,Oct,27","08,00",14.2,14.2,100.0,14.2,
Canterbury,"2020,Oct,27","08,00",5.4,5.3,99.0,5.3,
Canterbury,"2020,Oct,27","08,00",5.2,5.0,96.8,4.7,
Canterbury,"2020,Oct,27","08,00",5.7,5.4,95.0,5.0,
Canterbury,"2020,Oct,27","08,00",-0.6,-0.6,100.0,-0.7,
Canterbury,"2020,Oct,27","08,00",5.5,5.5,100.0,5.5,
Canterbury,"2020,Oct,27","08,00",0.1,0.1,99.0,0.0,
Canterbury,"2020,Oct,27","08,00",10.1,8.2,76.0,6.1,
Canterbury,"2020,Oct,27","08,00",8.0,7.7,95.7,7.4,
Canterbury,"2020,Oct,27","08,00",6.5,5.5,85.1,4.2,
Canterbury,"2020,Oct,27","08,00",6.8,5.6,82.0,4.0,
Canterbury,"2020,Oct,27","08,00",8.6,8.2,94.0,7.7,
Canterbury,"2020,Oct,27","08,00",-0.1,-,-,-,
Canterbury,"2020,Oct,27","08,00",9.5,8.0,80.0,6.2,
Canterbury,"2020,Oct,28","08,00",13.6,12.6,88.0,11.7,
Canterbury,"2020,Oct,28","08,00",5.9,5.5,94.0,5.0,
Canterbury,"2020,Oct,28","08,00",5.1,4.6,92.0,3.9,
Canterbury,"2020,Oct,28","08,00",6.2,5.4,87.0,4.2,
Canterbury,"2020,Oct,28","08,00",1.6,-2.7,30.0,-15.9,
Canterbury,"2020,Oct,28","08,00",6.5,6.0,92.5,5.4,
Canterbury,"2020,Oct,28","08,00",2.8,0.6,64.0,-3.8,
Canterbury,"2020,Oct,28","08,00",10.1,8.2,76.0,6.1,
Canterbury,"2020,Oct,28","08,00",8.0,7.5,92.9,6.9,
Canterbury,"2020,Oct,28","08,00",9.1,8.3,89.2,7.4,
Canterbury,"2020,Oct,28","08,00",5.0,4.7,95.0,4.3,
Canterbury,"2020,Oct,28","08,00",11.2,9.2,75.0,7.0,
Canterbury,"2020,Oct,28","08,00",1.4,-,-,-,
Canterbury,"2020,Oct,28","08,00",9.2,7.6,78.0,5.6,
Canterbury,"2020,Oct,29","08,00",13.2,13.2,100.0,13.2,
Canterbury,"2020,Oct,29","08,00",9.6,9.2,94.0,8.7,
Canterbury,"2020,Oct,29","08,00",9.5,8.9,92.0,8.3,
Canterbury,"2020,Oct,29","08,00",10.1,9.4,91.0,8.7,
Canterbury,"2020,Oct,29","08,00",3.4,3.4,100.0,3.4,
Canterbury,"2020,Oct,29","08,00",9.4,9.0,94.6,8.6,
Canterbury,"2020,Oct,29","08,00",3.8,3.7,98.0,3.5,
Canterbury,"2020,Oct,29","08,00",11.9,11.3,92.0,10.7,
Canterbury,"2020,Oct,29","08,00",11.5,10.6,88.9,9.7,
Canterbury,"2020,Oct,29","08,00",10.2,10.0,97.4,9.8,
Canterbury,"2020,Oct,29","08,00",8.7,8.2,93.0,7.7,
Canterbury,"2020,Oct,29","08,00",12.4,10.5,77.0,8.5,
Canterbury,"2020,Oct,29","08,00",4.9,-,-,-,
Canterbury,"2020,Oct,29","08,00",11.7,10.6,86.0,9.5,
Canterbury,"2020,Oct,30","08,00",13.9,13.9,100.0,13.9,
Canterbury,"2020,Oct,30","08,00",11.9,10.6,84.0,9.3,
Canterbury,"2020,Oct,30","08,00",11.0,10.0,87.5,9.0,
Canterbury,"2020,Oct,30","08,00",10.3,10.2,98.0,10.0,
Canterbury,"2020,Oct,30","08,00",4.8,4.5,95.0,4.0,
Canterbury,"2020,Oct,30","08,00",9.0,9.0,100.0,9.0,
Canterbury,"2020,Oct,30","08,00",6.7,5.5,83.0,3.9,
Canterbury,"2020,Oct,30","08,00",13.3,12.5,91.0,11.9,
Canterbury,"2020,Oct,30","08,00",13.1,12.1,88.3,11.2,
Canterbury,"2020,Oct,30","08,00",11.3,10.8,93.7,10.3,
Canterbury,"2020,Oct,30","08,00",10.7,10.0,91.0,9.3,
Canterbury,"2020,Oct,30","08,00",13.5,12.8,92.0,12.2,
Canterbury,"2020,Oct,30","08,00",8.0,-,-,-,
Canterbury,"2020,Oct,30","08,00",13.1,11.8,85.0,10.6,
Canterbury,"2020,Oct,31","08,00",14.6,14.6,100.0,14.6,
Canterbury,"2020,Oct,31","08,00",12.8,10.8,77.0,8.9,
Canterbury,"2020,Oct,31","08,00",11.8,10.5,84.2,9.2,
Canterbury,"2020,Oct,31","08,00",11.8,10.8,88.0,9.9,
Canterbury,"2020,Oct,31","08,00",3.6,3.6,100.0,3.6,
Canterbury,"2020,Oct,31","08,00",18.0,14.6,67.4,11.9,
Canterbury,"2020,Oct,31","08,00",5.8,4.8,85.0,3.3,
Canterbury,"2020,Oct,31","08,00",13.9,12.8,87.0,11.8,
Canterbury,"2020,Oct,31","08,00",17.1,13.7,66.5,10.8,
Canterbury,"2020,Oct,31","08,00",17.5,13.5,61.4,10.0,
Canterbury,"2020,Oct,31","08,00",15.6,11.9,62.0,8.4,
Canterbury,"2020,Oct,31","08,00",13.8,12.4,84.0,11.2,
Canterbury,"2020,Oct,31","08,00",5.9,-,-,-,
Canterbury,"2020,Oct,31","08,00",17.2,13.0,59.0,9.1,
Canterbury,"2020,Nov,01","08,00",11.0,9.9,86.0,8.8,
Canterbury,"2020,Nov,01","08,00",12.0,7.1,44.0,0.1,
Canterbury,"2020,Nov,01","08,00",11.0,6.2,43.0,-1.1,
Canterbury,"2020,Nov,01","08,00",11.7,6.7,42.0,-0.8,
Canterbury,"2020,Nov,01","08,00",2.2,-2.0,35.0,-13.2,
Canterbury,"2020,Nov,01","08,00",12.5,10.0,70.9,7.4,
Canterbury,"2020,Nov,01","08,00",2.5,-1.7,35.0,-12.9,
Canterbury,"2020,Nov,01","08,00",12.9,11.6,85.0,10.5,
Canterbury,"2020,Nov,01","08,00",12.8,11.2,81.3,9.7,
Canterbury,"2020,Nov,01","08,00",11.5,10.5,87.7,9.5,
Canterbury,"2020,Nov,01","08,00",11.4,7.5,54.0,2.4,
Canterbury,"2020,Nov,01","08,00",13.2,11.6,82.0,10.2,
Canterbury,"2020,Nov,01","08,00",1.0,-,-,-,
Canterbury,"2020,Nov,01","08,00",11.5,10.2,84.0,8.9,
Canterbury,"2020,Nov,02","08,00",11.1,10.4,91.0,9.7,
Canterbury,"2020,Nov,02","08,00",9.2,6.5,64.0,2.8,
Canterbury,"2020,Nov,02","08,00",7.6,5.4,69.1,2.3,
Canterbury,"2020,Nov,02","08,00",9.7,6.7,62.0,2.8,
Canterbury,"2020,Nov,02","08,00",1.9,-2.6,29.0,-16.2,
Canterbury,"2020,Nov,02","08,00",9.5,9.0,93.3,8.5,
Canterbury,"2020,Nov,02","08,00",3.6,-0.4,42.0,-9.2,
Canterbury,"2020,Nov,02","08,00",11.2,9.8,83.0,8.4,
Canterbury,"2020,Nov,02","08,00",11.3,10.1,85.2,8.9,
Canterbury,"2020,Nov,02","08,00",9.2,9.2,100.0,9.2,
Canterbury,"2020,Nov,02","08,00",8.1,6.5,78.0,4.5,
Canterbury,"2020,Nov,02","08,00",10.0,9.6,94.0,9.1,
Canterbury,"2020,Nov,02","08,00",1.0,-,-,-,
Canterbury,"2020,Nov,02","08,00",10.6,9.6,87.0,8.5,
Canterbury,"2020,Nov,03","08,00",11.8,11.3,94.0,10.9,
Canterbury,"2020,Nov,03","08,00",6.7,5.8,87.0,4.7,
Canterbury,"2020,Nov,03","08,00",6.1,5.2,86.3,4.0,
Canterbury,"2020,Nov,03","08,00",6.8,5.9,87.0,4.8,
Canterbury,"2020,Nov,03","08,00",1.7,-1.3,51.0,-8.1,
Canterbury,"2020,Nov,03","08,00",7.9,6.6,81.7,5.0,
Canterbury,"2020,Nov,03","08,00",0.4,0.2,97.0,0.0,
Canterbury,"2020,Nov,03","08,00",11.7,9.4,72.0,6.8,
Canterbury,"2020,Nov,03","08,00",10.5,9.2,83.5,7.8,
Canterbury,"2020,Nov,03","08,00",9.9,9.1,89.5,8.3,
Canterbury,"2020,Nov,03","08,00",7.5,6.6,87.0,5.5,
Canterbury,"2020,Nov,03","08,00",11.4,8.9,70.0,6.1,
Canterbury,"2020,Nov,03","08,00",-0.2,-,-,-,
Canterbury,"2020,Nov,03","08,00",11.3,9.3,75.0,7.1,
Canterbury,"2020,Nov,04","08,00",14.7,14.7,100.0,14.7,
Canterbury,"2020,Nov,04","08,00",13.1,11.0,76.0,9.0,
Canterbury,"2020,Nov,04","08,00",11.1,9.5,80.2,7.8,
Canterbury,"2020,Nov,04","08,00",15.0,12.9,77.0,11.0,
Canterbury,"2020,Nov,04","08,00",5.8,4.7,84.0,3.2,
Canterbury,"2020,Nov,04","08,00",11.2,11.0,97.5,10.8,
Canterbury,"2020,Nov,04","08,00",7.3,5.8,80.0,3.9,
Canterbury,"2020,Nov,04","08,00",14.6,12.7,79.0,11.0,
Canterbury,"2020,Nov,04","08,00",16.3,13.8,74.4,11.7,
Canterbury,"2020,Nov,04","08,00",14.4,13.0,84.5,11.8,
Canterbury,"2020,Nov,04","08,00",12.7,10.6,75.0,8.4,
Canterbury,"2020,Nov,04","08,00",15.2,12.9,75.0,10.8,
Canterbury,"2020,Nov,04","08,00",7.9,-,-,-,
Canterbury,"2020,Nov,04","08,00",15.9,13.4,74.0,11.3,
Canterbury,"2020,Nov,05","08,00",14.7,14.7,100.0,14.7,
Canterbury,"2020,Nov,05","08,00",14.4,13.0,84.0,11.7,
Canterbury,"2020,Nov,05","08,00",14.4,12.9,83.4,11.6,
Canterbury,"2020,Nov,05","08,00",11.6,11.4,97.0,11.1,
Canterbury,"2020,Nov,05","08,00",4.6,4.6,100.0,4.6,
Canterbury,"2020,Nov,05","08,00",19.2,14.0,53.2,9.4,
Canterbury,"2020,Nov,05","08,00",7.6,6.0,79.0,4.0,
Canterbury,"2020,Nov,05","08,00",19.6,16.3,70.0,14.0,
Canterbury,"2020,Nov,05","08,00",19.1,15.6,67.5,12.9,
Canterbury,"2020,Nov,05","08,00",17.9,14.3,65.4,11.3,
Canterbury,"2020,Nov,05","08,00",21.2,15.5,52.0,11.0,
Canterbury,"2020,Nov,05","08,00",16.9,15.1,82.0,13.8,
Canterbury,"2020,Nov,05","08,00",7.6,-,-,-,
Canterbury,"2020,Nov,05","08,00",20.9,16.3,60.0,12.9,
Canterbury,"2020,Nov,06","08,00",13.7,13.7,100.0,13.7,
Canterbury,"2020,Nov,06","08,00",9.0,8.2,89.0,7.3,
Canterbury,"2020,Nov,06","08,00",10.0,8.6,81.9,7.1,
Canterbury,"2020,Nov,06","08,00",8.4,8.1,95.0,7.7,
Canterbury,"2020,Nov,06","08,00",3.7,3.7,100.0,3.7,
Canterbury,"2020,Nov,06","08,00",9.9,9.5,94.7,9.1,
Canterbury,"2020,Nov,06","08,00",4.6,4.0,90.0,3.0,
Canterbury,"2020,Nov,06","08,00",9.3,8.8,93.0,8.2,
Canterbury,"2020,Nov,06","08,00",9.9,9.8,98.7,9.7,
Canterbury,"2020,Nov,06","08,00",9.5,9.5,100.0,9.5,
Canterbury,"2020,Nov,06","08,00",7.1,6.7,94.0,6.2,
Canterbury,"2020,Nov,06","08,00",10.2,9.6,92.0,9.0,
Canterbury,"2020,Nov,06","08,00",5.8,-,-,-,
Canterbury,"2020,Nov,06","08,00",8.5,8.2,95.0,7.8,
Canterbury,"2020,Nov,07","08,00",12.0,11.8,98.0,11.7,
Canterbury,"2020,Nov,07","08,00",11.6,8.2,60.0,4.1,
Canterbury,"2020,Nov,07","08,00",11.5,8.2,60.7,4.2,
Canterbury,"2020,Nov,07","08,00",10.7,8.0,66.0,4.6,
Canterbury,"2020,Nov,07","08,00",1.4,0.9,91.0,0.0,
Canterbury,"2020,Nov,07","08,00",13.1,12.2,89.5,11.4,
Canterbury,"2020,Nov,07","08,00",3.5,1.0,60.0,-4.1,
Canterbury,"2020,Nov,07","08,00",12.4,11.2,86.0,10.1,
Canterbury,"2020,Nov,07","08,00",11.5,10.9,92.6,10.3,
Canterbury,"2020,Nov,07","08,00",13.6,13.4,97.7,13.2,
Canterbury,"2020,Nov,07","08,00",8.0,7.9,99.0,7.9,
Canterbury,"2020,Nov,07","08,00",11.6,10.8,90.0,10.0,
Canterbury,"2020,Nov,07","08,00",4.0,-,-,-,
Canterbury,"2020,Nov,07","08,00",11.3,10.3,87.0,9.2,
Canterbury,"2020,Nov,08","08,00",10.7,10.7,100.0,10.7,
Canterbury,"2020,Nov,08","08,00",0.4,0.4,100.0,0.4,
Canterbury,"2020,Nov,08","08,00",0.3,0.2,98.0,0.0,
Canterbury,"2020,Nov,08","08,00",1.2,0.7,90.0,-0.2,
Canterbury,"2020,Nov,08","08,00",-6.7,-6.7,100.0,-7.5,
Canterbury,"2020,Nov,08","08,00",4.0,3.8,96.6,3.5,
Canterbury,"2020,Nov,08","08,00",-5.0,-5.0,95.0,-5.6,
Canterbury,"2020,Nov,08","08,00",9.3,7.5,76.0,5.3,
Canterbury,"2020,Nov,08","08,00",5.4,5.0,93.7,4.5,
Canterbury,"2020,Nov,08","08,00",4.1,4.0,98.3,3.9,
Canterbury,"2020,Nov,08","08,00",4.7,4.0,88.0,2.9,
Canterbury,"2020,Nov,08","08,00",6.6,6.1,92.0,5.4,
Canterbury,"2020,Nov,08","08,00",-4.2,-,-,-,
Canterbury,"2020,Nov,08","08,00",8.8,6.7,72.0,4.1,
Canterbury,"2020,Nov,09","08,00",12.3,10.4,78.0,8.6,
Canterbury,"2020,Nov,09","08,00",6.6,5.2,79.0,3.2,
Canterbury,"2020,Nov,09","08,00",5.1,3.9,81.0,2.1,
Canterbury,"2020,Nov,09","08,00",6.2,4.9,80.0,3.0,
Canterbury,"2020,Nov,09","08,00",-4.5,-4.5,99.0,-5.0,
Canterbury,"2020,Nov,09","08,00",9.0,7.0,73.4,4.5,
Canterbury,"2020,Nov,09","08,00",-1.9,-2.0,97.0,-2.3,
Canterbury,"2020,Nov,09","08,00",11.1,8.4,67.0,5.2,
Canterbury,"2020,Nov,09","08,00",11.0,8.5,69.3,5.6,
Canterbury,"2020,Nov,09","08,00",8.0,7.3,90.1,6.5,
Canterbury,"2020,Nov,09","08,00",7.4,5.6,74.0,3.1,
Canterbury,"2020,Nov,09","08,00",11.5,8.6,65.0,5.2,
Canterbury,"2020,Nov,09","08,00",-0.3,-,-,-,
Canterbury,"2020,Nov,09","08,00",8.6,7.3,82.0,5.7,
Canterbury,"2020,Nov,10","08,00",13.4,11.7,80.0,10.0,
Canterbury,"2020,Nov,10","08,00",8.2,6.5,77.0,4.4,
Canterbury,"2020,Nov,10","08,00",7.2,5.9,81.2,4.2,
Canterbury,"2020,Nov,10","08,00",8.2,6.5,76.0,4.3,
Canterbury,"2020,Nov,10","08,00",-2.5,-2.5,100.0,-2.8,
Canterbury,"2020,Nov,10","08,00",7.9,7.0,87.3,5.9,
Canterbury,"2020,Nov,10","08,00",-0.1,-0.3,96.0,-0.7,
Canterbury,"2020,Nov,10","08,00",10.4,9.2,85.0,8.0,
Canterbury,"2020,Nov,10","08,00",10.5,9.5,87.2,8.5,
Canterbury,"2020,Nov,10","08,00",7.7,7.7,100.0,7.7,
Canterbury,"2020,Nov,10","08,00",8.3,6.9,81.0,5.2,
Canterbury,"2020,Nov,10","08,00",10.4,9.7,91.0,9.0,
Canterbury,"2020,Nov,10","08,00",-0.8,-,-,-,
Canterbury,"2020,Nov,10","08,00",10.0,8.3,78.0,6.4,
Canterbury,"2020,Nov,11","08,00",14.2,12.2,78.0,10.4,
Canterbury,"2020,Nov,11","08,00",9.8,8.0,76.0,5.8,
Canterbury,"2020,Nov,11","08,00",8.4,6.9,79.4,5.0,
Canterbury,"2020,Nov,11","08,00",9.4,8.1,82.0,6.5,
Canterbury,"2020,Nov,11","08,00",2.6,-1.2,41.0,-10.5,
Canterbury,"2020,Nov,11","08,00",8.5,8.0,93.1,7.4,
Canterbury,"2020,Nov,11","08,00",4.4,1.8,61.0,-3.0,
Canterbury,"2020,Nov,11","08,00",12.7,10.6,75.0,8.4,
Canterbury,"2020,Nov,11","08,00",11.7,10.2,81.8,8.7,
Canterbury,"2020,Nov,11","08,00",8.9,8.0,87.8,7.0,
Canterbury,"2020,Nov,11","08,00",5.8,5.7,99.0,5.7,
Canterbury,"2020,Nov,11","08,00",13.0,10.4,70.0,7.7,
Canterbury,"2020,Nov,11","08,00",5.5,-,-,-,
Canterbury,"2020,Nov,11","08,00",11.7,9.5,74.0,7.2,
Canterbury,"2020,Nov,12","08,00",13.0,12.8,98.0,12.7,
Canterbury,"2020,Nov,12","08,00",12.7,10.1,70.0,7.4,
Canterbury,"2020,Nov,12","08,00",11.5,9.6,76.9,7.6,
Canterbury,"2020,Nov,12","08,00",15.4,11.5,60.0,7.7,
Canterbury,"2020,Nov,12","08,00",7.1,2.3,37.0,-7.9,
Canterbury,"2020,Nov,12","08,00",12.8,10.5,73.5,8.2,
Canterbury,"2020,Nov,12","08,00",8.5,3.7,41.0,-5.1,
Canterbury,"2020,Nov,12","08,00",12.4,11.7,92.0,11.2,
Canterbury,"2020,Nov,12","08,00",12.6,11.1,82.4,9.7,
Canterbury,"2020,Nov,12","08,00",14.6,12.2,74.0,10.0,
Canterbury,"2020,Nov,12","08,00",11.7,8.9,67.0,5.8,
Canterbury,"2020,Nov,12","08,00",13.8,11.8,77.0,9.9,
Canterbury,"2020,Nov,12","08,00",9.9,-,-,-,
Canterbury,"2020,Nov,12","08,00",10.6,9.9,91.0,9.2,
Canterbury,"2020,Nov,13","08,00",13.1,12.8,96.0,12.5,
Canterbury,"2020,Nov,13","08,00",17.8,12.4,49.0,7.0,
Canterbury,"2020,Nov,13","08,00",15.3,11.8,63.5,8.4,
Canterbury,"2020,Nov,13","08,00",19.6,14.2,52.0,9.5,
Canterbury,"2020,Nov,13","08,00",9.5,3.9,34.0,-7.0,
Canterbury,"2020,Nov,13","08,00",14.3,13.0,85.5,11.9,
Canterbury,"2020,Nov,13","08,00",11.0,3.4,18.0,-15.9,
Canterbury,"2020,Nov,13","08,00",14.4,13.2,86.0,12.1,
Canterbury,"2020,Nov,13","08,00",13.7,12.6,87.5,11.7,
Canterbury,"2020,Nov,13","08,00",13.9,13.2,92.0,12.6,
Canterbury,"2020,Nov,13","08,00",9.6,9.5,99.0,9.5,
Canterbury,"2020,Nov,13","08,00",14.8,13.5,86.0,12.5,
Canterbury,"2020,Nov,13","08,00",12.8,-,-,-,
Canterbury,"2020,Nov,13","08,00",13.1,12.0,87.0,11.0,
Canterbury,"2020,Nov,14","08,00",13.1,11.5,81.0,9.9,
Canterbury,"2020,Nov,14","08,00",14.0,8.7,44.0,2.0,
Canterbury,"2020,Nov,14","08,00",12.3,7.5,45.7,0.9,
Canterbury,"2020,Nov,14","08,00",18.2,8.8,18.0,-6.5,
Canterbury,"2020,Nov,14","08,00",9.6,1.9,12.0,-24.6,
Canterbury,"2020,Nov,14","08,00",19.0,12.8,44.7,6.7,
Canterbury,"2020,Nov,14","08,00",6.6,0.9,25.0,-14.5,
Canterbury,"2020,Nov,14","08,00",19.4,11.5,32.0,2.3,
Canterbury,"2020,Nov,14","08,00",18.6,14.0,57.4,10.0,
Canterbury,"2020,Nov,14","08,00",19.0,12.7,43.9,6.5,
Canterbury,"2020,Nov,14","08,00",17.5,10.6,36.0,2.3,
Canterbury,"2020,Nov,14","08,00",15.0,14.0,89.0,13.2,
Canterbury,"2020,Nov,14","08,00",4.5,-,-,-,
Canterbury,"2020,Nov,14","08,00",19.6,11.9,34.0,3.3,
Canterbury,"2020,Nov,15","08,00",14.0,12.8,86.0,11.7,
Canterbury,"2020,Nov,15","08,00",15.0,9.5,44.0,2.9,
Canterbury,"2020,Nov,15","08,00",13.5,8.8,48.9,3.0,
Canterbury,"2020,Nov,15","08,00",18.4,10.7,32.0,1.4,
Canterbury,"2020,Nov,15","08,00",7.4,2.2,33.0,-9.4,
Canterbury,"2020,Nov,15","08,00",16.0,11.1,51.1,5.9,
Canterbury,"2020,Nov,15","08,00",7.4,4.4,60.0,-0.4,
Canterbury,"2020,Nov,15","08,00",18.3,13.6,56.0,9.4,
Canterbury,"2020,Nov,15","08,00",18.6,13.9,56.6,9.8,
Canterbury,"2020,Nov,15","08,00",18.7,13.2,50.0,8.1,
Canterbury,"2020,Nov,15","08,00",16.2,11.3,51.0,6.1,
Canterbury,"2020,Nov,15","08,00",18.7,14.2,58.0,10.3,
Canterbury,"2020,Nov,15","08,00",4.5,-,-,-,
Canterbury,"2020,Nov,15","08,00",18.8,12.4,43.0,6.0,
Canterbury,"2020,Nov,16","08,00",13.5,12.4,87.0,11.4,
Canterbury,"2020,Nov,16","08,00",16.7,10.3,39.0,2.7,
Canterbury,"2020,Nov,16","08,00",16.2,9.8,38.0,1.9,
Canterbury,"2020,Nov,16","08,00",12.2,8.4,56.0,3.7,
Canterbury,"2020,Nov,16","08,00",2.0,0.8,80.0,-1.3,
Canterbury,"2020,Nov,16","08,00",15.0,11.4,62.2,7.8,
Canterbury,"2020,Nov,16","08,00",3.2,1.8,77.0,-0.7,
Canterbury,"2020,Nov,16","08,00",14.1,13.6,94.0,13.2,
Canterbury,"2020,Nov,16","08,00",18.2,15.3,72.1,13.1,
Canterbury,"2020,Nov,16","08,00",20.9,13.8,40.9,7.1,
Canterbury,"2020,Nov,16","08,00",12.7,11.8,89.0,10.9,
Canterbury,"2020,Nov,16","08,00",17.8,14.6,69.0,12.1,
Canterbury,"2020,Nov,16","08,00",5.0,-,-,-,
Canterbury,"2020,Nov,16","08,00",13.8,12.8,89.0,12.0,
Canterbury,"2020,Nov,17","08,00",12.3,11.9,95.0,11.5,
Canterbury,"2020,Nov,17","08,00",20.8,13.2,37.0,5.6,
Canterbury,"2020,Nov,17","08,00",20.1,12.3,34.3,3.9,
Canterbury,"2020,Nov,17","08,00",12.4,10.3,75.0,8.1,
Canterbury,"2020,Nov,17","08,00",5.6,4.3,81.0,2.4,
Canterbury,"2020,Nov,17","08,00",15.0,11.5,63.2,8.1,
Canterbury,"2020,Nov,17","08,00",5.1,3.8,80.0,1.7,
Canterbury,"2020,Nov,17","08,00",13.9,12.5,84.0,11.3,
Canterbury,"2020,Nov,17","08,00",13.5,12.4,87.4,11.4,
Canterbury,"2020,Nov,17","08,00",14.5,12.5,78.1,10.7,
Canterbury,"2020,Nov,17","08,00",18.3,12.3,45.0,6.2,
Canterbury,"2020,Nov,17","08,00",14.2,12.3,79.0,10.6,
Canterbury,"2020,Nov,17","08,00",5.6,-,-,-,
Canterbury,"2020,Nov,17","08,00",15.0,12.8,76.0,10.8,
Canterbury,"2020,Nov,18","08,00",14.1,12.6,83.0,11.3,
Canterbury,"2020,Nov,18","08,00",13.1,8.7,51.0,3.2,
Canterbury,"2020,Nov,18","08,00",12.2,7.9,50.8,2.3,
Canterbury,"2020,Nov,18","08,00",14.1,9.2,48.0,3.3,
Canterbury,"2020,Nov,18","08,00",0.5,0.3,96.0,-0.1,
Canterbury,"2020,Nov,18","08,00",11.9,10.1,78.4,8.3,
Canterbury,"2020,Nov,18","08,00",4.5,0.9,46.0,-7.1,
Canterbury,"2020,Nov,18","08,00",16.4,10.5,43.0,3.8,
Canterbury,"2020,Nov,18","08,00",13.4,11.3,76.2,9.3,
Canterbury,"2020,Nov,18","08,00",12.0,10.2,78.5,8.4,
Canterbury,"2020,Nov,18","08,00",12.2,8.3,55.0,3.4,
Canterbury,"2020,Nov,18","08,00",14.2,11.8,73.0,9.5,
Canterbury,"2020,Nov,18","08,00",2.9,-,-,-,
Canterbury,"2020,Nov,18","08,00",16.2,10.7,46.0,4.6,
Canterbury,"2020,Nov,19","08,00",15.6,13.4,77.0,11.6,
Canterbury,"2020,Nov,19","08,00",9.6,7.3,70.0,4.4,
Canterbury,"2020,Nov,19","08,00",8.4,6.5,74.0,4.1,
Canterbury,"2020,Nov,19","08,00",8.9,7.5,81.0,5.8,
Canterbury,"2020,Nov,19","08,00",-1.8,-1.8,100.0,-2.0,
Canterbury,"2020,Nov,19","08,00",8.0,7.6,94.3,7.1,
